window,gaussian_id,affected_bR,bR_total,A_n,A_c,A_opportunity,D_opportunity,A_support,D_support,A_cap,D_cap,A_G0,D_G0,A_simple,D_simple,A_oac,D_oac,delta_G0,delta_simple,delta_OAC,delta_OAC_minus_delta_G0,A_low_evidence,D_low_evidence,A_OAC_above_threshold,D_OAC_above_threshold,A_OAC_topK,D_OAC_topK
W1,134808,0,0.0,8.0,8.0,8.0,8.0,7,7,0,0,3.878648016097941e-06,3.878648016097941e-06,4.009177830600808e-06,4.009177830600808e-06,3.878648016097941e-06,3.878648016097941e-06,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,135244,0,0.0,68.0,56.0,47.19226283422245,47.19226283422245,44,44,0,0,2.3796357131586508e-05,2.3796357131586508e-05,3.726295552568106e-05,3.726295552568106e-05,3.346868488745233e-05,3.346868488745233e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,136070,0,0.0,34.0,22.0,21.0,21.0,18,18,0,0,6.715095356781569e-06,6.715095356781569e-06,2.885567403572939e-05,2.885567403572939e-05,1.0206944942307985e-05,1.0206944942307985e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,137029,0,0.0,65.0,58.0,54.94020546241175,54.94020546241175,45,45,0,0,2.415004719296121e-05,2.4150047206953435e-05,3.243589570835104e-05,3.243589571882766e-05,2.827192818961271e-05,2.8271928205993096e-05,1.3992225347120302e-14,1.0476618487673117e-14,1.6380387308058755e-14,2.3881619609384536e-15,0,0,0,0,0,0
W1,137073,0,0.0,25.0,21.0,18.0,18.0,15,15,0,0,2.6921223798126447e-06,2.6921223798126447e-06,3.3014597425583234e-06,3.3014597425583234e-06,3.5487067733893954e-06,3.5487067733893954e-06,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,137714,0,0.0,72.0,58.0,57.0,57.0,50,50,0,0,1.8524628878535367e-06,1.8524628878535367e-06,2.5776576099139483e-06,2.5776576099139483e-06,2.307986548801128e-06,2.307986548801128e-06,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,137986,0,0.0,93.0,75.0,56.63496787664308,56.63496787664308,50,50,0,0,3.489911075936566e-05,3.489911075936566e-05,8.563966459502024e-05,8.563966459502024e-05,5.5829397824460166e-05,5.5829397824460166e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,138304,0,0.0,23.0,20.0,20.0,20.0,18,18,0,0,0.00014944988457443742,0.00014944988457443742,0.00017858299884015064,0.00017858299884015064,0.0001681311201462421,0.0001681311201462421,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,138775,0,0.0,16.0,16.0,14.0,14.0,13,13,0,0,4.2847269639878505e-05,4.2847269639878505e-05,6.142460154366587e-05,6.142460154366587e-05,4.760807737764278e-05,4.760807737764278e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,139193,0,0.0,15.0,15.0,12.0,12.0,11,11,0,0,0.0004570049961330369,0.0004570049961330369,0.0005632854849366212,0.0005632854849366212,0.0005426934329079813,0.0005426934329079813,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W1,139231,0,0.0,23.0,20.0,20.0,20.0,18,18,0,0,0.0005068606344093249,0.0005068606344093249,0.0006999902930008081,0.0006999902930008081,0.0005702182137104904,0.0005702182137104904,0.0,0.0,0.0,0.0,0,0,0,0,1,1
W1,139301,0,0.0,5.0,5.0,5.0,5.0,4,4,0,0,3.843727790808771e-05,3.843727790808771e-05,3.7567045712291755e-05,3.7567045712291755e-05,3.843727790808771e-05,3.843727790808771e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,139518,0,0.0,21.0,18.0,18.0,18.0,17,17,0,0,0.00014451051935707038,0.00014451051935707038,0.00018587893879714665,0.00018587893879714665,0.00016421649926939816,0.00016421649926939816,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,140499,0,0.0,16.0,16.0,1.0013497292333828,1.0013497292333828,1,1,0,0,0.00013287026379771305,0.00013287026379771305,0.0021052996251419353,0.0021052996251419353,0.00013287026379771305,0.00013287026379771305,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,140747,0,0.0,10.0,10.0,10.0,10.0,8,8,0,0,0.00019826135503535624,0.00019826135503535624,0.00021854362116901862,0.00021854362116901862,0.00019826135503535624,0.00019826135503535624,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,141009,0,0.0,22.0,18.0,18.0,18.0,16,16,0,0,4.8693580455702346e-05,4.8693580455702346e-05,5.8789256108357025e-05,5.8789256108357025e-05,5.75469587203755e-05,5.75469587203755e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,141352,0,0.0,14.0,13.0,13.0,13.0,12,12,0,0,0.0001673917587530533,0.0001673917587530533,0.00020497739526220143,0.00020497739526220143,0.00017723833279735058,0.00017723833279735058,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,141819,0,0.0,20.0,19.0,18.0,18.0,12,12,0,0,4.051339550414923e-05,4.051339550414923e-05,5.57067754298079e-05,5.57067754298079e-05,4.419643145907189e-05,4.419643145907189e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,142092,1,1.837436318397522,22.0,22.0,22.0,22.0,16,16,0,0,0.00048638202943865593,0.0004841488078620221,0.0006132864109771707,0.000610780262338037,0.00048638202943865593,0.0004841488078620221,-2.233221576633808e-06,-2.5061486391336546e-06,-2.233221576633808e-06,0.0,0,0,0,0,0,0
W1,143932,1,4.840166091918945,27.0,24.0,17.0,17.0,12,12,0,0,0.00016197261243638755,0.0001542073768544004,0.00032337669905877175,0.0003067252674988979,0.00023910242788228637,0.0002276394610707815,-7.76523558198715e-06,-1.6651431559873843e-05,-1.1462966811504857e-05,-3.6977312295177072e-06,0,0,0,0,0,0
W1,144003,0,0.0,16.0,15.0,14.0,14.0,13,13,0,0,0.00014053074498576734,0.00014053074498576734,0.00017171169231108602,0.00017171169231108602,0.00015614527220640816,0.00015614527220640816,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,145438,0,0.0,24.0,20.0,19.769233890539272,19.769233890539272,18,18,0,0,6.633827211088388e-05,6.633827211088388e-05,0.00013799800795431786,0.00013799800795431786,7.814604491077294e-05,7.814604491077294e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,147221,0,0.0,23.0,23.0,20.998742000237883,20.998742000237883,15,15,0,0,0.00021579910429684855,0.00021579910429684855,0.00037667454716283893,0.00037667454716283893,0.00023307476096035018,0.00023307476096035018,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,148177,0,0.0,20.0,16.0,16.0,16.0,15,15,0,0,4.8677949757802706e-05,4.8677949757802706e-05,0.00012196186207990245,0.00012196186207990245,5.841353970936325e-05,5.841353970936325e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,148687,0,0.0,69.0,62.0,60.99876880300798,60.99876880300798,51,51,0,0,1.609696284346364e-05,1.609696284346364e-05,2.3507247218226573e-05,2.3507247218226573e-05,1.8078469934317678e-05,1.8078469934317678e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,149404,0,0.0,78.0,64.0,50.0,50.0,46,46,0,0,1.2483771688364662e-05,1.2483771688364662e-05,2.3018084947569333e-05,2.3018084947569333e-05,1.895683848973893e-05,1.895683848973893e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,149523,0,0.0,10.0,9.0,9.0,9.0,7,7,0,0,2.109477545673144e-05,2.109477545673144e-05,2.0265626426557866e-05,2.0265626426557866e-05,2.2717450491864627e-05,2.2717450491864627e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,149614,0,0.0,67.0,62.0,61.0,61.0,50,50,0,0,0.00010700432124202064,0.00010700432124202064,0.00013746747309717562,0.00013746747309717562,0.00011688164320282254,0.00011688164320282254,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,150155,0,0.0,24.0,24.0,23.56217215706472,23.56217215706472,18,18,0,0,9.545119678477931e-05,9.545119678477931e-05,9.721728163612771e-05,9.721728163612771e-05,9.69674485284997e-05,9.69674485284997e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,150243,0,0.0,26.0,25.0,23.0,23.0,18,18,0,0,3.8782423364234724e-05,3.8782423364234724e-05,4.321189050973291e-05,4.321189050973291e-05,4.3091581515816353e-05,4.3091581515816353e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,152752,0,0.0,35.0,30.0,29.095568374438486,29.095568374438486,28,28,0,0,0.00013630461713768835,0.00013630142070597222,0.0005689488389361315,0.0005689421767672021,0.00016062211134212128,0.0001606183446493871,-3.196431716127922e-09,-6.66216892937499e-09,-3.766692734168088e-09,-5.702610180401656e-10,0,0,0,0,0,0
W1,153432,1,0.05103402957320213,71.0,58.0,52.2608311566884,52.2608311566884,47,47,0,0,1.7159199887865808e-05,1.6832595780175856e-05,2.544175014167903e-05,2.5100823901184192e-05,2.2874528604203562e-05,2.243914029633221e-05,-3.266041076899517e-07,-3.4092624049483907e-07,-4.353883078713531e-07,-1.0878420018140141e-07,0,0,0,0,0,0
W1,153800,1,0.22390353679656982,67.0,55.0,48.997503155819096,48.997503155819096,43,43,0,0,2.7948014046988145e-05,2.71615791502678e-05,4.252727103988195e-05,4.150183307666184e-05,3.74415562843036e-05,3.6387980656354165e-05,-7.864348967203466e-07,-1.025437963220111e-06,-1.0535756279494318e-06,-2.6714073122908514e-07,0,0,0,0,0,0
W1,154602,0,0.0,66.0,59.0,53.0,53.0,46,46,0,0,5.143129594663022e-07,5.14114923858188e-07,9.434103667762872e-07,9.433535367232477e-07,6.316124063621255e-07,6.313692047381256e-07,-1.9803560811426225e-10,-5.6830053039512916e-11,-2.4320162399988017e-10,-4.5166015885617916e-11,0,0,0,0,0,0
W1,155590,0,0.0,13.0,13.0,13.0,13.0,10,10,0,0,0.0002045359657271407,0.0002045359657271407,0.00018498012008987794,0.00018498012008987794,0.0002045359657271407,0.0002045359657271407,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,155838,0,0.0,18.0,18.0,17.0,17.0,11,11,0,0,4.5518872159138686e-05,4.551887236124862e-05,4.934792512407637e-05,4.934792532394481e-05,4.7686437500050053e-05,4.768643771178427e-05,2.0210993523315374e-13,1.9986843533296647e-13,2.1173421495919095e-13,9.624279726037216e-15,0,0,0,0,0,0
W1,155954,1,0.015455281361937523,98.0,89.0,77.99210232084577,77.99210232084577,68,68,0,0,4.4337514206825947e-07,4.344390880671881e-07,1.0894997866087225e-06,1.0769038236914796e-06,5.515685439311464e-07,5.404518938842607e-07,-8.936054001071396e-09,-1.2595962917242936e-08,-1.1116650046885637e-08,-2.1805960458142404e-09,0,0,0,0,0,0
W1,156519,0,0.0,21.0,21.0,19.0,19.0,14,14,0,0,7.191876284196042e-05,7.19187631884346e-05,8.683441020370739e-05,8.683441051827943e-05,7.817256830647871e-05,7.817256868308108e-05,3.46474178557557e-13,3.14572044628203e-13,3.766023679973446e-13,3.012818943978757e-14,0,0,0,0,0,0
W1,156598,0,0.0,13.0,13.0,11.902708459698786,11.902708459698786,8,8,0,0,0.0002052914608681861,0.0002052914619875642,0.0002312592882658242,0.0002312592891931824,0.00021945663178090275,0.00021945663297751828,1.1193780819797328e-12,9.273582065021796e-13,1.1966155334403733e-12,7.723745146064054e-14,0,0,0,0,0,0
W1,157061,0,0.0,5.0,5.0,5.0,5.0,4,4,0,0,7.836545855752775e-05,7.836545855752775e-05,0.00011283164109610995,0.00011283164109610995,7.836545855752775e-05,7.836545855752775e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,157104,0,0.0,29.0,24.0,22.0,22.0,16,16,0,0,5.464307004927079e-05,5.464307004927079e-05,0.00010870091821876787,0.00010870091821876787,6.935466583176677e-05,6.935466583176677e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,158123,0,0.0,19.0,19.0,3.3011841061375504,3.3011841061375504,2,2,0,0,4.478098789580767e-05,4.478098789580767e-05,0.00029835115735791585,0.00029835115735791585,4.478098789580767e-05,4.478098789580767e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,158779,0,0.0,20.0,19.0,16.49625070157083,16.49625070157083,15,15,0,0,0.000222697110621084,0.000222697110621084,0.00033338539721447806,0.00033338539721447806,0.00026076626075306525,0.00026076626075306525,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,158799,0,0.0,14.0,14.0,14.0,14.0,12,12,0,0,0.00039343756881342936,0.00039343756881342936,0.000423187758129787,0.000423187758129787,0.00039343756881342936,0.00039343756881342936,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,158954,0,0.0,15.0,15.0,14.59170779333933,14.59170779333933,12,12,0,0,0.00013822420846452133,0.00013822420846452133,0.00015252221131185727,0.00015252221131185727,0.0001412597481640062,0.0001412597481640062,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,159323,0,0.0,14.0,14.0,11.988793782499895,11.988793782499895,11,11,0,0,0.00016426506304664405,0.00016426506304664405,0.0001800664973829758,0.0001800664973829758,0.00018492771719126475,0.00018492771719126475,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,160957,0,0.0,10.0,10.0,10.0,10.0,9,9,0,0,0.0002515104541089386,0.0002515104541089386,0.000265740205104318,0.000265740205104318,0.0002515104541089386,0.0002515104541089386,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,161233,0,0.0,17.0,17.0,16.0,16.0,15,15,0,0,0.00048417368266735354,0.00048417368266735354,0.0005299390520739178,0.0005299390520739178,0.0005083823668007212,0.0005083823668007212,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,161390,0,0.0,19.0,19.0,19.0,19.0,13,13,0,0,0.0004465255370740507,0.0004465255370740507,0.0005983193974176045,0.0005983193974176045,0.0004465255370740507,0.0004465255370740507,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,161617,0,0.0,28.0,26.0,24.50819307757818,24.50819307757818,23,23,0,0,0.00067072850906476,0.00067072850906476,0.001420311313327567,0.001420311313327567,0.0007528822409636796,0.0007528822409636796,0.0,0.0,0.0,0.0,0,0,1,1,1,1
W1,162396,0,0.0,3.0,3.0,2.9999998934239143,2.9999998934239143,3,3,0,0,1.3963816513751226e-05,1.3963816513751226e-05,3.6771833242577865e-05,3.6771833242577865e-05,1.3963816726352501e-05,1.3963816726352501e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,162397,0,0.0,13.0,13.0,13.0,13.0,10,10,0,0,4.759580070430484e-05,4.759580070430484e-05,4.8481220916224806e-05,4.8481220916224806e-05,4.759580070430484e-05,4.759580070430484e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,162873,0,0.0,15.0,15.0,15.0,15.0,14,14,0,0,0.0002522823914963131,0.0002522823914963131,0.00024920399394864754,0.00024920399394864754,0.0002522823914963131,0.0002522823914963131,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,162956,0,0.0,7.0,7.0,5.0,5.0,4,4,0,0,5.9198482371617244e-05,5.9198482371617244e-05,9.055302736000287e-05,9.055302736000287e-05,7.235370067642108e-05,7.235370067642108e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,163055,0,0.0,16.0,16.0,15.0,15.0,14,14,0,0,3.5194041231534356e-05,3.5194041231534356e-05,5.690747107100614e-05,5.690747107100614e-05,3.7046359191088796e-05,3.7046359191088796e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,163097,0,0.0,17.0,17.0,16.0,16.0,15,15,0,0,0.0003273101195672472,0.0003273101195672472,0.0003389229376983437,0.0003389229376983437,0.00034367562554560955,0.00034367562554560955,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,163740,0,0.0,10.0,10.0,10.0,10.0,8,8,0,0,0.00019053488213103265,0.00019053488213103265,0.00023107706483960848,0.00023107706483960848,0.00019053488213103265,0.00019053488213103265,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,164957,0,0.0,2.0,2.0,2.0,2.0,2,2,0,0,0.00016527910629271503,0.00016527910629271503,0.00032549795069898184,0.00032549795069898184,0.00016527910629271503,0.00016527910629271503,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,165182,0,0.0,96.0,64.0,56.04286525578406,56.04286525578406,45,45,0,0,9.187540026215206e-06,9.187540026215206e-06,3.2277813810370976e-05,3.2277813810370976e-05,1.5301634902125446e-05,1.5301634902125446e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,166077,0,0.0,26.0,21.0,19.017549466259347,19.017549466259347,15,15,0,0,0.0002227843290956326,0.0002227843290956326,0.0002903539869394219,0.0002903539869394219,0.00029036669966392995,0.00029036669966392995,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,166268,0,0.0,10.0,10.0,10.0,10.0,8,8,0,0,1.806766240406432e-05,1.806766240406432e-05,2.35545877414438e-05,2.35545877414438e-05,1.806766240406432e-05,1.806766240406432e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,167804,0,0.0,72.0,66.0,57.97459988410039,57.97459988410039,51,51,0,0,5.965823027340475e-06,5.965521643533675e-06,1.0395946729273091e-05,1.0395802849306875e-05,7.315941545823464e-06,7.3155719561954615e-06,-3.013838068000041e-10,-1.438799662162424e-10,-3.6958962800265533e-10,-6.820582120265124e-11,0,0,0,0,0,0
W1,169665,0,0.0,57.0,51.0,48.70921525613556,48.70921525613556,40,40,0,0,4.660231434328227e-06,4.6602314353254805e-06,2.4379387583458798e-05,2.4379387583514726e-05,5.393252699980793e-06,5.393252701134906e-06,9.972533934169032e-16,5.592789144130694e-17,1.1541128838200854e-15,1.5685949040318212e-16,0,0,0,0,0,0
W1,169800,0,0.0,68.0,62.0,53.0,53.0,46,46,0,0,1.784839063643501e-05,1.784839063643501e-05,4.8822852230033235e-05,4.8822852230033235e-05,2.2545335540760014e-05,2.2545335540760014e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,170307,0,0.0,57.0,52.0,49.6043212957193,49.6043212957193,43,43,0,0,6.786191010227664e-05,6.786191010227664e-05,9.526566141985761e-05,9.526566141985761e-05,7.722467920826844e-05,7.722467920826844e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,170661,1,0.04867836833000183,56.0,50.0,49.86975339670457,49.86975339670457,41,41,0,0,6.205723063087976e-05,6.199275927995518e-05,8.73126252395117e-05,8.726286252201063e-05,6.911919218253861e-05,6.904738414905853e-05,-6.447135092457756e-08,-4.976271750106753e-08,-7.180803348008527e-08,-7.336682555507705e-09,0,0,0,0,0,0
W1,171566,0,0.0,4.0,4.0,4.0,4.0,3,3,0,0,5.259784961708647e-05,5.259784961708647e-05,6.529179122527758e-05,6.529179122527758e-05,5.259784961708647e-05,5.259784961708647e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,172009,0,0.0,7.0,7.0,7.0,7.0,6,6,0,0,0.00019953167897516063,0.00019953167897516063,0.00022565459873077694,0.00022565459873077694,0.00019953167897516063,0.00019953167897516063,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,172212,0,0.0,68.0,54.0,51.88519243334284,51.88519243334284,45,45,0,0,0.00023243350110662274,0.00023243350110662274,0.0019939239578397713,0.0019939239578397713,0.00029945700016400216,0.00029945700016400216,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,172662,0,0.0,16.0,12.0,10.999917665258986,10.999917665258986,11,11,0,0,8.375324844678289e-05,8.375324844678289e-05,0.0001419396680513141,0.0001419396680513141,0.00011167161089258795,0.00011167161089258795,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,173741,0,0.0,13.0,13.0,13.0,13.0,10,10,0,0,1.6996865514766585e-05,1.6996865514766585e-05,1.7670135551669026e-05,1.7670135551669026e-05,1.6996865514766585e-05,1.6996865514766585e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,174094,0,0.0,3.0,3.0,3.0,3.0,3,3,0,0,4.2392055092932424e-05,4.2392055092932424e-05,9.630449304423023e-05,9.630449304423023e-05,4.2392055092932424e-05,4.2392055092932424e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,174135,0,0.0,17.0,17.0,16.0,16.0,15,15,0,0,5.739437073891488e-06,5.739437073891488e-06,7.0438029811095585e-06,7.0438029811095585e-06,6.026408927586063e-06,6.026408927586063e-06,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,174451,0,0.0,17.0,16.0,14.0,14.0,13,13,0,0,3.555488017488695e-05,3.555488017488695e-05,4.65167372188431e-05,4.65167372188431e-05,4.1480693537368115e-05,4.1480693537368115e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,174933,0,0.0,10.0,10.0,10.0,10.0,9,9,0,0,0.0002188271151680965,0.0002188271151680965,0.0003041969251954,0.0003041969251954,0.0002188271151680965,0.0002188271151680965,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,175584,0,0.0,60.0,51.0,42.59258845579268,42.59258845579268,38,38,0,0,0.0001229045898814544,0.00012290458987363842,0.0007096632809826667,0.0007096632809824644,0.0001688228538724842,0.00016882285386174813,-7.81598635639369e-15,-2.0231212538579513e-16,-1.0736068067548898e-14,-2.920081711155209e-15,0,0,0,0,0,0
W1,175737,0,0.0,27.0,25.0,23.0,23.0,18,18,0,0,0.00023404302144761595,0.00023404302144761595,0.00035137527039263636,0.00035137527039263636,0.0002687160616620776,0.0002687160616620776,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,175802,0,0.0,10.0,10.0,10.0,10.0,8,8,0,0,0.00014388832223630744,0.00014388832223630744,0.00022409833467719047,0.00022409833467719047,0.00014388832223630744,0.00014388832223630744,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,175920,0,0.0,26.0,19.0,16.506359386068876,16.506359386068876,14,14,0,0,4.860746895036964e-05,4.860746895036964e-05,0.00010335702294122998,0.00010335702294122998,7.111082182153421e-05,7.111082182153421e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,177077,0,0.0,8.0,8.0,8.0,8.0,7,7,0,0,8.786172520558466e-05,8.786172520558466e-05,9.943937025938882e-05,9.943937025938882e-05,8.786172520558466e-05,8.786172520558466e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,177931,0,0.0,8.0,8.0,8.0,8.0,7,7,0,0,0.0005381766286518541,0.0005381766286518541,0.0005433640230648244,0.0005433640230648244,0.0005381766286518541,0.0005381766286518541,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,178198,0,0.0,10.0,10.0,2.682420067532598,2.682420067532598,5,5,1,1,0.0001515802061476279,0.0001515802061476279,0.0005058107072031115,0.0005058107072031115,0.0003031604122952558,0.0003031604122952558,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,179305,0,0.0,20.0,16.0,16.0,16.0,16,16,0,0,0.0006598910621530507,0.0006598910621530507,0.0008708153254353236,0.0008708153254353236,0.0007918692745836609,0.0007918692745836609,0.0,0.0,0.0,0.0,0,0,1,1,1,1
W1,180407,0,0.0,17.0,17.0,16.0,16.0,15,15,0,0,0.000292194978101179,0.000292194978101179,0.00038459229577134514,0.00038459229577134514,0.00030680472700623796,0.00030680472700623796,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,180764,0,0.0,15.0,15.0,14.00560686620222,14.00560686620222,13,13,0,0,0.00012906009290058288,0.00012906009290058288,0.00019432309186300642,0.00019432309186300642,0.0001361876766127731,0.0001361876766127731,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,181460,0,0.0,8.0,8.0,8.0,8.0,7,7,0,0,0.0008433726070506964,0.0008433726070506964,0.0007955460194783912,0.0007955460194783912,0.0008433726070506964,0.0008433726070506964,0.0,0.0,0.0,0.0,0,0,1,1,1,1
W1,182267,0,0.0,13.0,13.0,13.0,13.0,10,10,0,0,0.00025071508403366,0.00025071508403366,0.00028350495414317627,0.00028350495414317627,0.00025071508403366,0.00025071508403366,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,182813,0,0.0,18.0,16.0,16.0,16.0,16,16,0,0,0.00016913862214836448,0.00016913862214836448,0.0002495645425272243,0.0002495645425272243,0.00018605248436320092,0.00018605248436320092,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,182909,0,0.0,25.0,20.0,19.0,19.0,17,17,0,0,0.0003348614351943979,0.0003348614351943979,0.0005526594493202799,0.0005526594493202799,0.0004222165922016322,0.0004222165922016322,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,183038,0,0.0,10.0,10.0,10.0,10.0,8,8,0,0,0.0001905570927192457,0.0001905570927192457,0.0003161434185524534,0.0003161434185524534,0.0001905570927192457,0.0001905570927192457,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,184254,0,0.0,65.0,57.0,52.0,52.0,47,47,0,0,1.5914607740359525e-06,1.5914607740359525e-06,2.427817671624092e-06,2.427817671624092e-06,1.9609070251514416e-06,1.9609070251514416e-06,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,185244,0,0.0,9.0,9.0,9.0,9.0,7,7,0,0,0.0001294505461070609,0.0001294505461070609,0.00012621483599646079,0.00012621483599646079,0.0001294505461070609,0.0001294505461070609,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,186247,0,0.0,22.0,22.0,21.118921079305156,21.118921079305156,16,16,0,0,0.0002403046502711897,0.00024030463770362655,0.0003028061091642709,0.00030280610291609305,0.0002487336493205688,0.000248733636312182,-1.256756314684318e-11,-6.248177864855153e-12,-1.3008386793959825e-11,-4.408236471166449e-13,0,0,0,0,0,0
W1,187003,1,0.6912543177604675,78.0,65.0,57.0,57.0,53,53,0,0,4.31779435051597e-05,4.256770348892002e-05,6.358786335411071e-05,6.294850243654449e-05,5.8042481433165494e-05,5.7222158788384285e-05,-6.102400162396807e-07,-6.393609175662243e-07,-8.203226447812083e-07,-2.1008262854152763e-07,0,0,0,0,0,0
W1,191436,0,0.0,23.0,23.0,22.647378437136894,22.647378437136894,17,17,0,0,3.623710523918387e-06,3.6237105140325747e-06,5.093595971679538e-06,5.093595961791145e-06,3.671662650665939e-06,3.6716626406493096e-06,-9.885812159930295e-15,-9.88839306932058e-15,-1.0016629622370144e-14,-1.3081746243984865e-16,0,0,0,0,0,0
W1,191793,0,0.0,15.0,15.0,12.0,12.0,11,11,0,0,8.04997971499688e-05,8.04997971499688e-05,0.0001273913467210324,0.0001273913467210324,9.559350911558795e-05,9.559350911558795e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,192050,0,0.0,13.0,13.0,13.0,13.0,10,10,0,0,0.0002821978391693847,0.0002821978391693847,0.00034276987962634104,0.00034276987962634104,0.0002821978391693847,0.0002821978391693847,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,192086,0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,7.436036685248837e-05,7.436036685248837e-05,7.436036685248837e-05,7.436036685248837e-05,7.436036685248837e-05,7.436036685248837e-05,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,192891,0,0.0,13.0,13.0,13.0,13.0,10,10,0,0,1.9103605250865467e-06,1.9103605250865467e-06,1.7315018945309028e-06,1.7315018945309028e-06,1.9103605250865467e-06,1.9103605250865467e-06,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,193023,0,0.0,33.0,22.0,19.0,19.0,15,15,0,0,3.6268864119882625e-06,3.6268864119882625e-06,9.934750509854539e-06,9.934750509854539e-06,5.834556401894162e-06,5.834556401894162e-06,0.0,0.0,0.0,0.0,0,0,0,0,0,0
W1,193174,0,0.0,25.0,20.0,19.0,19.0,17,17,0,0,5.85849339677369e-07,5.85849339677369e-07,1.1587386215348666e-06,1.1587386215348666e-06,7.386796022019e-07,7.386796022019e-07,0.0,0.0,0.0,0.0,0,0,0,0,0,0
